호선,역명,역코드,요일,시간,분,상하행,직통여부,구간시작역코드,구간시작역,구간종료역코드,구간종료역,직전역코드,직전역,congestionCar,요일(한글)
8호선,잠실역,814,SAT,06,30,0,0,827,모란역,814,잠실역,815,석촌역,"[21, 29, 20, 17, 14, 20]",토요일
8호선,잠실역,814,SAT,06,40,0,0,827,모란역,814,잠실역,815,석촌역,"[25, 33, 23, 24, 17, 16]",토요일
8호선,잠실역,814,SAT,06,50,0,0,827,모란역,814,잠실역,815,석촌역,"[22, 25, 30, 27, 17, 23]",토요일
8호선,잠실역,814,SAT,06,00,1,0,810,암사역,827,모란역,813,몽촌토성역,"[61, 48, 26, 33, 37, 17]",토요일
8호선,잠실역,814,SAT,06,10,1,0,810,암사역,827,모란역,813,몽촌토성역,"[29, 29, 39, 17, 49, 29]",토요일
8호선,잠실역,814,SAT,06,20,1,0,810,암사역,827,모란역,813,몽촌토성역,"[62, 37, 38, 25, 34, 14]",토요일
8호선,잠실역,814,SAT,06,30,1,0,810,암사역,827,모란역,813,몽촌토성역,"[40, 32, 30, 35, 39, 21]",토요일
8호선,잠실역,814,SAT,06,40,1,0,810,암사역,827,모란역,813,몽촌토성역,"[42, 32, 34, 40, 43, 19]",토요일
8호선,잠실역,814,SAT,06,50,1,0,810,암사역,827,모란역,813,몽촌토성역,"[48, 42, 35, 34, 30, 16]",토요일
8호선,잠실역,814,SAT,06,00,1,0,807,구리역,827,모란역,813,몽촌토성역,"[61, 48, 26, 33, 37, 17]",토요일
8호선,잠실역,814,SAT,06,10,1,0,807,구리역,827,모란역,813,몽촌토성역,"[29, 29, 39, 17, 49, 29]",토요일
8호선,잠실역,814,SAT,06,20,1,0,807,구리역,827,모란역,813,몽촌토성역,"[62, 37, 38, 25, 34, 14]",토요일
8호선,잠실역,814,SAT,06,30,1,0,807,구리역,827,모란역,813,몽촌토성역,"[40, 32, 30, 35, 39, 21]",토요일
8호선,잠실역,814,SAT,06,40,1,0,807,구리역,827,모란역,813,몽촌토성역,"[42, 32, 34, 40, 43, 19]",토요일
8호선,잠실역,814,SAT,06,50,1,0,807,구리역,827,모란역,813,몽촌토성역,"[48, 42, 35, 34, 30, 16]",토요일
8호선,잠실역,814,SAT,06,00,0,0,817,가락시장역,804,별내역,815,석촌역,"[3, 8, 4, 5, 4, 6]",토요일
8호선,잠실역,814,SAT,06,10,0,0,817,가락시장역,804,별내역,815,석촌역,"[8, 21, 20, 14, 20, 13]",토요일
8호선,잠실역,814,SAT,06,20,0,0,817,가락시장역,804,별내역,815,석촌역,"[14, 24, 24, 20, 21, 17]",토요일
8호선,잠실역,814,SAT,06,30,0,0,817,가락시장역,804,별내역,815,석촌역,"[21, 29, 20, 17, 14, 20]",토요일
8호선,잠실역,814,SAT,06,40,0,0,817,가락시장역,804,별내역,815,석촌역,"[25, 33, 23, 24, 17, 16]",토요일
8호선,잠실역,814,SAT,06,50,0,0,817,가락시장역,804,별내역,815,석촌역,"[22, 25, 30, 27, 17, 23]",토요일
8호선,잠실역,814,SAT,06,00,0,0,827,모란역,810,암사역,815,석촌역,"[11, 27, 13, 18, 13, 20]",토요일
8호선,잠실역,814,SAT,06,10,0,0,827,모란역,810,암사역,815,석촌역,"[8, 21, 20, 14, 20, 13]",토요일
8호선,잠실역,814,SAT,06,20,0,0,827,모란역,810,암사역,815,석촌역,"[14, 24, 24, 20, 21, 17]",토요일
8호선,잠실역,814,SAT,06,30,0,0,827,모란역,810,암사역,815,석촌역,"[21, 29, 20, 17, 14, 20]",토요일
8호선,잠실역,814,SAT,06,40,0,0,827,모란역,810,암사역,815,석촌역,"[25, 33, 23, 24, 17, 16]",토요일
8호선,잠실역,814,SAT,06,50,0,0,827,모란역,810,암사역,815,석촌역,"[22, 25, 30, 27, 17, 23]",토요일
8호선,잠실역,814,SAT,06,00,1,0,804,별내역,817,가락시장역,813,몽촌토성역,"[61, 48, 26, 33, 37, 17]",토요일
8호선,잠실역,814,SAT,06,10,1,0,804,별내역,817,가락시장역,813,몽촌토성역,"[29, 29, 39, 17, 49, 29]",토요일
8호선,잠실역,814,SAT,06,20,1,0,804,별내역,817,가락시장역,813,몽촌토성역,"[62, 37, 38, 25, 34, 14]",토요일
8호선,잠실역,814,SAT,06,30,1,0,804,별내역,817,가락시장역,813,몽촌토성역,"[40, 32, 30, 35, 39, 21]",토요일
8호선,잠실역,814,SAT,06,40,1,0,804,별내역,817,가락시장역,813,몽촌토성역,"[42, 32, 34, 40, 43, 19]",토요일
8호선,잠실역,814,SAT,06,50,1,0,804,별내역,817,가락시장역,813,몽촌토성역,"[48, 42, 35, 34, 30, 16]",토요일
8호선,석촌역,815,SAT,06,00,1,0,804,별내역,817,가락시장역,814,잠실역,"[27, 26, 31, 27, 23, 16]",토요일
8호선,석촌역,815,SAT,06,10,1,0,804,별내역,817,가락시장역,814,잠실역,"[32, 31, 23, 21, 35, 15]",토요일
8호선,석촌역,815,SAT,06,20,1,0,804,별내역,817,가락시장역,814,잠실역,"[37, 31, 42, 24, 35, 19]",토요일
8호선,석촌역,815,SAT,06,30,1,0,804,별내역,817,가락시장역,814,잠실역,"[18, 30, 28, 31, 27, 16]",토요일
8호선,석촌역,815,SAT,06,40,1,0,804,별내역,817,가락시장역,814,잠실역,"[21, 21, 25, 31, 30, 16]",토요일
8호선,석촌역,815,SAT,06,50,1,0,804,별내역,817,가락시장역,814,잠실역,"[26, 27, 29, 24, 23, 14]",토요일
8호선,석촌역,815,SAT,06,00,0,0,827,모란역,810,암사역,816,송파역,"[9, 22, 17, 13, 20, 20]",토요일
8호선,석촌역,815,SAT,06,10,0,0,827,모란역,810,암사역,816,송파역,"[9, 20, 21, 19, 15, 18]",토요일
8호선,석촌역,815,SAT,06,20,0,0,827,모란역,810,암사역,816,송파역,"[23, 34, 22, 20, 17, 28]",토요일
