연번,평일/주말,호선,역변호,출발역,상하구분,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,0:00,0:30,
495,,7,2740,숭실대입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,7,2740,숭실대입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,,7,2741,상도,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,,7,2741,상도,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,7,2742,장승배기,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,7,2742,장승배기,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,,7,2743,신대방삼거리,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,7,2743,신대방삼거리,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,7,2744,보라매,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,,7,2744,보라매,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,7,2745,신풍,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,,7,2745,신풍,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,7,2746,대림,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,,7,2746,대림,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,,7,2747,남구로,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,,7,2747,남구로,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,7,2748,가산디지털단지,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,,7,2748,가산디지털단지,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,7,2749,철산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,,7,2749,철산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,,7,2750,광명사거리,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,,7,2750,광명사거리,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,,7,2751,천왕,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,,7,2751,천왕,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,7,2752,온수,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,,7,2752,온수,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,,8,2811,암사,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,8,2811,암사,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,8,2812,천호,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,,8,2812,천호,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,8,2813,강동구청,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,8,2813,강동구청,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,8,2814,몽촌토성,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,8,2814,몽촌토성,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,,8,2815,잠실,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,8,2815,잠실,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,8,2816,석촌,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,8,2816,석촌,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,8,2817,송파,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,8,2817,송파,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,,8,2818,가락시장,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,,8,2818,가락시장,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,,8,2819,문정,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,,8,2819,문정,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,,8,2820,장지,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,,8,2820,장지,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,,8,2821,복정,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,8,2821,복정,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,,8,2822,산성,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,8,2822,산성,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,8,2823,남한산성입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,8,2823,남한산성입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,8,2824,단대오거리,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,8,2824,단대오거리,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,,8,2825,신흥,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,8,2825,신흥,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,8,2826,수진,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,,8,2826,수진,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,,8,2827,모란,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,,8,2827,모란,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,8,2828,남위례,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,8,2828,남위례,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,,1,150,서울역,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,,1,150,서울역,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,1,151,시청,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,,1,151,시청,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,,1,152,종각,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,,1,152,종각,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,,1,153,종로3가,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,1,153,종로3가,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,,1,154,종로5가,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,,1,154,종로5가,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,,1,155,동대문,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,,1,155,동대문,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,1,156,신설동,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,1,156,신설동,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,,1,157,제기동,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,,1,157,제기동,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,,1,158,청량리,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,,1,158,청량리,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,,1,159,동묘앞,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,1,159,동묘앞,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,,2,201,시청,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,2,201,시청,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,2,202,을지로입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,2,202,을지로입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,,2,203,을지로3가,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,2,203,을지로3가,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,2,204,을지로4가,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,2,204,을지로4가,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,,2,205,동대문역사문화공원,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,,2,205,동대문역사문화공원,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,,2,206,신당,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,2,206,신당,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,2,207,상왕십리,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,2,207,상왕십리,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,,2,208,왕십리,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,,2,208,왕십리,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,,2,209,한양대,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,,2,209,한양대,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,2,210,뚝섬,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,,2,210,뚝섬,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,,2,211,성수,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,,2,211,성수,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,2,212,건대입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,2,212,건대입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,2,213,구의,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,2,213,구의,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,,2,214,강변,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,2,214,강변,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,2,215,잠실나루,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,,2,215,잠실나루,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,,2,216,잠실,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,2,216,잠실,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,2,217,잠실새내,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,2,217,잠실새내,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,2,218,종합운동장,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,,2,218,종합운동장,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,,2,219,삼성,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,2,219,삼성,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,,2,220,선릉,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,2,220,선릉,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,,2,221,역삼,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,2,221,역삼,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,2,222,강남,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,,2,222,강남,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,,2,223,교대,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,,2,223,교대,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,,2,224,서초,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,2,224,서초,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,2,225,방배,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,2,225,방배,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,2,226,사당,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,2,226,사당,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,,2,227,낙성대,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,,2,227,낙성대,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,2,228,서울대입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,,2,228,서울대입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,2,229,봉천,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,,2,229,봉천,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,,2,230,신림,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,,2,230,신림,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,2,231,신대방,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,,2,231,신대방,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,,2,232,구로디지털단지,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,2,232,구로디지털단지,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,2,233,대림,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,2,233,대림,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,2,234,신도림,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,,2,234,신도림,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,,2,235,문래,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,,2,235,문래,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,,2,236,영등포구청,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,,2,236,영등포구청,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,,2,237,당산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,,2,237,당산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,2,238,합정,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,,2,238,합정,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,2,239,홍대입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,2,239,홍대입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,,2,240,신촌(지하),상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,,2,240,신촌(지하),하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,,2,241,이대,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,,2,241,이대,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,,2,242,아현,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,2,242,아현,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,2,243,충정로,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,,2,243,충정로,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,,2,244,용답,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,,2,244,용답,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,,2,245,신답,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,,2,245,신답,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,,2,246,신설동,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,2,246,신설동,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,,2,247,도림천,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,,2,247,도림천,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,,2,248,양천구청,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,,2,248,양천구청,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,,2,249,신정네거리,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,,2,249,신정네거리,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,2,250,용두,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,,2,250,용두,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,2,260,까치산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,2,260,까치산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,2,9002,성수,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,,2,9002,성수,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,,2,9003,신도림,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,,2,9003,신도림,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,3,309,지축,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,,3,309,지축,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,3,310,구파발,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,3,310,구파발,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,3,311,연신내,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,,3,311,연신내,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,,3,312,불광,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,,3,312,불광,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,,3,313,녹번,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,,3,313,녹번,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,,3,314,홍제,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,,3,314,홍제,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,3,315,무악재,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,3,315,무악재,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,,3,316,독립문,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,,3,316,독립문,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,3,317,경복궁,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,,3,317,경복궁,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,3,318,안국,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,3,318,안국,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,,3,319,종로3가,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,,3,319,종로3가,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,3,320,을지로3가,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,,3,320,을지로3가,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,,3,321,충무로,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,3,321,충무로,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,,3,322,동대입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,3,322,동대입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,,3,323,약수,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,,3,323,약수,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,,3,324,금호,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,,3,324,금호,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,,3,325,옥수,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,,3,325,옥수,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,,3,326,압구정,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,,3,326,압구정,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,,3,327,신사,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,,3,327,신사,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,,3,328,잠원,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,,3,328,잠원,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,,3,329,고속터미널,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,,3,329,고속터미널,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,,3,330,교대,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,3,330,교대,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,,3,331,남부터미널,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,,3,331,남부터미널,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,3,332,양재,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,,3,332,양재,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,,3,333,매봉,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,,3,333,매봉,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,,3,334,도곡,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,,3,334,도곡,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,3,335,대치,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,,3,335,대치,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,3,336,학여울,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,,3,336,학여울,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,,3,337,대청,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,,3,337,대청,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,,3,338,일원,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,,3,338,일원,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,,3,339,수서,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,,3,339,수서,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,,3,340,가락시장,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,,3,340,가락시장,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,,3,341,경찰병원,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
