호선,역명,역코드,요일,시간,분,상하행,직통여부,구간시작역코드,구간시작역,구간종료역코드,구간종료역,직전역코드,직전역,congestionCar,요일(한글)
5호선,올림픽공원역,P550,SAT,09,30,0,0,P555,마천역,544,군자역,P551,방이역,"[15, 17, 26, 23, 38, 25, 3, 45]",토요일
5호선,올림픽공원역,P550,SAT,09,40,0,0,P555,마천역,544,군자역,P551,방이역,"[16, 21, 20, 31, 27, 24, 24, 29]",토요일
5호선,올림픽공원역,P550,SAT,09,50,0,0,P555,마천역,544,군자역,P551,방이역,"[16, 22, 25, 24, 35, 27, 22, 28]",토요일
5호선,올림픽공원역,P550,SAT,09,00,1,0,517,화곡역,P555,마천역,P549,둔촌동역,"[11, 12, 14, 34, 16, 23, 4, 7]",토요일
5호선,올림픽공원역,P550,SAT,09,10,1,0,517,화곡역,P555,마천역,P549,둔촌동역,"[17, 10, 21, 31, 22, 17, 13, 4]",토요일
5호선,올림픽공원역,P550,SAT,09,20,1,0,517,화곡역,P555,마천역,P549,둔촌동역,"[15, 11, 19, 16, 17, 20, 11, 11]",토요일
5호선,올림픽공원역,P550,SAT,09,30,1,0,517,화곡역,P555,마천역,P549,둔촌동역,"[6, 12, 22, 28, 19, 25, 15, 16]",토요일
5호선,올림픽공원역,P550,SAT,09,40,1,0,517,화곡역,P555,마천역,P549,둔촌동역,"[5, 9, 8, 12, 7, 9, 8, 6]",토요일
5호선,올림픽공원역,P550,SAT,09,50,1,0,517,화곡역,P555,마천역,P549,둔촌동역,"[5, 7, 11, 13, 10, 11, 9, 5]",토요일
5호선,올림픽공원역,P550,SAT,09,00,0,0,P555,마천역,530,애오개역,P551,방이역,"[17, 22, 22, 26, 23, 18, 24, 24]",토요일
5호선,올림픽공원역,P550,SAT,09,10,0,0,P555,마천역,530,애오개역,P551,방이역,"[16, 24, 23, 30, 22, 27, 20, 21]",토요일
5호선,올림픽공원역,P550,SAT,09,20,0,0,P555,마천역,530,애오개역,P551,방이역,"[20, 20, 24, 29, 21, 22, 29, 27]",토요일
5호선,올림픽공원역,P550,SAT,09,30,0,0,P555,마천역,530,애오개역,P551,방이역,"[15, 17, 26, 23, 38, 25, 3, 45]",토요일
5호선,올림픽공원역,P550,SAT,09,40,0,0,P555,마천역,530,애오개역,P551,방이역,"[16, 21, 20, 31, 27, 24, 24, 29]",토요일
5호선,올림픽공원역,P550,SAT,09,50,0,0,P555,마천역,530,애오개역,P551,방이역,"[16, 22, 25, 24, 35, 27, 22, 28]",토요일
