호선,역명,요일,시간,분,상하행,key,실제칸값,예측칸값,로스율(상대)_1칸
8호선,천호역,MON,6,0,1,천호역_6_1_0,50,64,28.000000000000004
8호선,천호역,MON,6,10,1,천호역_6_1_0,63,64,1.5873015873015872
8호선,천호역,MON,6,20,1,천호역_6_1_0,66,64,3.0303030303030303
8호선,천호역,MON,6,30,1,천호역_6_1_0,72,64,11.11111111111111
8호선,천호역,MON,6,40,1,천호역_6_1_0,74,64,13.513513513513514
8호선,천호역,MON,6,50,1,천호역_6_1_0,59,64,8.47457627118644
8호선,천호역,MON,6,0,0,천호역_6_0_0,9,15,66.66666666666666
8호선,천호역,MON,6,10,0,천호역_6_0_0,13,15,15.384615384615385
8호선,천호역,MON,6,20,0,천호역_6_0_0,13,15,15.384615384615385
8호선,천호역,MON,6,30,0,천호역_6_0_0,15,15,0.0
8호선,천호역,MON,6,40,0,천호역_6_0_0,15,15,0.0
8호선,천호역,MON,6,50,0,천호역_6_0_0,19,15,21.052631578947366
8호선,천호역,MON,6,0,0,천호역_6_0_0,21,15,28.57142857142857
8호선,천호역,MON,6,10,0,천호역_6_0_0,13,15,15.384615384615385
8호선,천호역,MON,6,20,0,천호역_6_0_0,13,15,15.384615384615385
8호선,천호역,MON,6,30,0,천호역_6_0_0,15,15,0.0
8호선,천호역,MON,6,40,0,천호역_6_0_0,15,15,0.0
8호선,천호역,MON,6,50,0,천호역_6_0_0,19,15,21.052631578947366
8호선,천호역,MON,7,0,1,천호역_7_1_0,69,87,26.08695652173913
8호선,천호역,MON,7,10,1,천호역_7_1_0,88,87,1.1363636363636365
8호선,천호역,MON,7,20,1,천호역_7_1_0,98,87,11.224489795918368
8호선,천호역,MON,7,30,1,천호역_7_1_0,115,87,24.347826086956523
8호선,천호역,MON,7,40,1,천호역_7_1_0,95,87,8.421052631578947
8호선,천호역,MON,7,50,1,천호역_7_1_0,90,87,3.3333333333333335
8호선,천호역,MON,7,0,0,천호역_7_0_0,20,34,70.0
8호선,천호역,MON,7,10,0,천호역_7_0_0,30,34,13.333333333333334
8호선,천호역,MON,7,20,0,천호역_7_0_0,31,34,9.67741935483871
8호선,천호역,MON,7,30,0,천호역_7_0_0,36,34,5.555555555555555
8호선,천호역,MON,7,40,0,천호역_7_0_0,47,34,27.659574468085108
8호선,천호역,MON,7,50,0,천호역_7_0_0,42,34,19.047619047619047
8호선,천호역,MON,7,0,1,천호역_7_1_0,69,87,26.08695652173913
8호선,천호역,MON,7,10,1,천호역_7_1_0,88,87,1.1363636363636365
8호선,천호역,MON,7,20,1,천호역_7_1_0,98,87,11.224489795918368
8호선,천호역,MON,7,30,1,천호역_7_1_0,115,87,24.347826086956523
8호선,천호역,MON,7,40,1,천호역_7_1_0,26,87,234.6153846153846
8호선,천호역,MON,7,50,1,천호역_7_1_0,59,87,47.45762711864407
8호선,천호역,MON,7,0,1,천호역_7_1_0,69,87,26.08695652173913
8호선,천호역,MON,7,10,1,천호역_7_1_0,88,87,1.1363636363636365
8호선,천호역,MON,7,20,1,천호역_7_1_0,98,87,11.224489795918368
8호선,천호역,MON,7,30,1,천호역_7_1_0,115,87,24.347826086956523
8호선,천호역,MON,7,40,1,천호역_7_1_0,95,87,8.421052631578947
8호선,천호역,MON,7,50,1,천호역_7_1_0,104,87,16.346153846153847
8호선,천호역,MON,7,0,1,천호역_7_1_0,69,87,26.08695652173913
8호선,천호역,MON,7,10,1,천호역_7_1_0,88,87,1.1363636363636365
8호선,천호역,MON,7,20,1,천호역_7_1_0,98,87,11.224489795918368
8호선,천호역,MON,7,30,1,천호역_7_1_0,115,87,24.347826086956523
8호선,천호역,MON,7,40,1,천호역_7_1_0,95,87,8.421052631578947
8호선,천호역,MON,7,50,1,천호역_7_1_0,90,87,3.3333333333333335
8호선,천호역,MON,7,0,0,천호역_7_0_0,20,34,70.0
8호선,천호역,MON,7,10,0,천호역_7_0_0,30,34,13.333333333333334
8호선,천호역,MON,7,20,0,천호역_7_0_0,31,34,9.67741935483871
8호선,천호역,MON,7,30,0,천호역_7_0_0,36,34,5.555555555555555
8호선,천호역,MON,7,40,0,천호역_7_0_0,47,34,27.659574468085108
8호선,천호역,MON,7,50,0,천호역_7_0_0,42,34,19.047619047619047
8호선,천호역,MON,7,0,0,천호역_7_0_0,20,34,70.0
8호선,천호역,MON,7,10,0,천호역_7_0_0,30,34,13.333333333333334
8호선,천호역,MON,7,20,0,천호역_7_0_0,31,34,9.67741935483871
8호선,천호역,MON,7,30,0,천호역_7_0_0,36,34,5.555555555555555
8호선,천호역,MON,7,40,0,천호역_7_0_0,47,34,27.659574468085108
8호선,천호역,MON,7,50,0,천호역_7_0_0,42,34,19.047619047619047
8호선,천호역,MON,7,0,0,천호역_7_0_0,20,34,70.0
8호선,천호역,MON,7,10,0,천호역_7_0_0,30,34,13.333333333333334
8호선,천호역,MON,7,20,0,천호역_7_0_0,31,34,9.67741935483871
8호선,천호역,MON,7,30,0,천호역_7_0_0,36,34,5.555555555555555
8호선,천호역,MON,7,40,0,천호역_7_0_0,47,34,27.659574468085108
8호선,천호역,MON,7,50,0,천호역_7_0_0,42,34,19.047619047619047
8호선,천호역,MON,8,0,0,천호역_8_0_0,63,60,4.761904761904762
8호선,천호역,MON,8,10,0,천호역_8_0_0,78,60,23.076923076923077
8호선,천호역,MON,8,20,0,천호역_8_0_0,67,60,10.44776119402985
8호선,천호역,MON,8,30,0,천호역_8_0_0,64,60,6.25
8호선,천호역,MON,8,40,0,천호역_8_0_0,56,60,7.142857142857142
8호선,천호역,MON,8,50,0,천호역_8_0_0,34,60,76.47058823529412
8호선,천호역,MON,8,0,0,천호역_8_0_0,63,60,4.761904761904762
8호선,천호역,MON,8,10,0,천호역_8_0_0,78,60,23.076923076923077
8호선,천호역,MON,8,20,0,천호역_8_0_0,67,60,10.44776119402985
8호선,천호역,MON,8,30,0,천호역_8_0_0,64,60,6.25
8호선,천호역,MON,8,40,0,천호역_8_0_0,56,60,7.142857142857142
8호선,천호역,MON,8,50,0,천호역_8_0_0,34,60,76.47058823529412
8호선,천호역,MON,8,0,1,천호역_8_1_0,84,86,2.380952380952381
8호선,천호역,MON,8,10,1,천호역_8_1_0,102,86,15.686274509803921
8호선,천호역,MON,8,20,1,천호역_8_1_0,108,86,20.37037037037037
8호선,천호역,MON,8,30,1,천호역_8_1_0,99,86,13.131313131313133
8호선,천호역,MON,8,40,1,천호역_8_1_0,86,86,0.0
8호선,천호역,MON,8,50,1,천호역_8_1_0,84,86,2.380952380952381
8호선,천호역,MON,8,0,1,천호역_8_1_0,55,86,56.36363636363636
8호선,천호역,MON,8,10,1,천호역_8_1_0,61,86,40.98360655737705
8호선,천호역,MON,8,20,1,천호역_8_1_0,59,86,45.76271186440678
8호선,천호역,MON,8,30,1,천호역_8_1_0,63,86,36.507936507936506
8호선,천호역,MON,8,40,1,천호역_8_1_0,31,86,177.41935483870967
8호선,천호역,MON,8,50,1,천호역_8_1_0,84,86,2.380952380952381
8호선,천호역,MON,8,0,1,천호역_8_1_0,98,86,12.244897959183673
8호선,천호역,MON,8,10,1,천호역_8_1_0,112,86,23.214285714285715
8호선,천호역,MON,8,20,1,천호역_8_1_0,121,86,28.92561983471074
8호선,천호역,MON,8,30,1,천호역_8_1_0,106,86,18.867924528301888
8호선,천호역,MON,8,40,1,천호역_8_1_0,86,86,0.0
8호선,천호역,MON,8,50,1,천호역_8_1_0,84,86,2.380952380952381
8호선,천호역,MON,8,0,1,천호역_8_1_0,84,86,2.380952380952381
8호선,천호역,MON,8,10,1,천호역_8_1_0,102,86,15.686274509803921
8호선,천호역,MON,8,20,1,천호역_8_1_0,108,86,20.37037037037037
8호선,천호역,MON,8,30,1,천호역_8_1_0,99,86,13.131313131313133
8호선,천호역,MON,8,40,1,천호역_8_1_0,86,86,0.0
8호선,천호역,MON,8,50,1,천호역_8_1_0,84,86,2.380952380952381
8호선,천호역,MON,8,0,0,천호역_8_0_0,63,60,4.761904761904762
8호선,천호역,MON,8,10,0,천호역_8_0_0,78,60,23.076923076923077
8호선,천호역,MON,8,20,0,천호역_8_0_0,67,60,10.44776119402985
8호선,천호역,MON,8,30,0,천호역_8_0_0,64,60,6.25
8호선,천호역,MON,8,40,0,천호역_8_0_0,56,60,7.142857142857142
8호선,천호역,MON,8,50,0,천호역_8_0_0,34,60,76.47058823529412
8호선,천호역,MON,8,0,0,천호역_8_0_0,63,60,4.761904761904762
8호선,천호역,MON,8,10,0,천호역_8_0_0,78,60,23.076923076923077
8호선,천호역,MON,8,20,0,천호역_8_0_0,67,60,10.44776119402985
8호선,천호역,MON,8,30,0,천호역_8_0_0,64,60,6.25
8호선,천호역,MON,8,40,0,천호역_8_0_0,56,60,7.142857142857142
8호선,천호역,MON,8,50,0,천호역_8_0_0,34,60,76.47058823529412
8호선,천호역,MON,9,0,1,천호역_9_1_0,106,56,47.16981132075472
8호선,천호역,MON,9,10,1,천호역_9_1_0,90,56,37.77777777777778
8호선,천호역,MON,9,20,1,천호역_9_1_0,65,56,13.846153846153847
8호선,천호역,MON,9,30,1,천호역_9_1_0,57,56,1.7543859649122806
8호선,천호역,MON,9,40,1,천호역_9_1_0,48,56,16.666666666666664
8호선,천호역,MON,9,50,1,천호역_9_1_0,37,56,51.35135135135135
8호선,천호역,MON,9,0,0,천호역_9_0_0,38,36,5.263157894736842
8호선,천호역,MON,9,10,0,천호역_9_0_0,38,36,5.263157894736842
8호선,천호역,MON,9,20,0,천호역_9_0_0,34,36,5.88235294117647
8호선,천호역,MON,9,30,0,천호역_9_0_0,41,36,12.195121951219512
8호선,천호역,MON,9,40,0,천호역_9_0_0,32,36,12.5
8호선,천호역,MON,9,50,0,천호역_9_0_0,32,36,12.5
8호선,천호역,MON,9,0,0,천호역_9_0_0,38,36,5.263157894736842
8호선,천호역,MON,9,10,0,천호역_9_0_0,38,36,5.263157894736842
8호선,천호역,MON,9,20,0,천호역_9_0_0,34,36,5.88235294117647
8호선,천호역,MON,9,30,0,천호역_9_0_0,41,36,12.195121951219512
8호선,천호역,MON,9,40,0,천호역_9_0_0,32,36,12.5
8호선,천호역,MON,9,50,0,천호역_9_0_0,32,36,12.5
8호선,천호역,MON,9,0,1,천호역_9_1_0,106,56,47.16981132075472
8호선,천호역,MON,9,10,1,천호역_9_1_0,7,56,700.0
8호선,천호역,MON,9,20,1,천호역_9_1_0,13,56,330.7692307692308
8호선,천호역,MON,9,30,1,천호역_9_1_0,14,56,300.0
8호선,천호역,MON,9,40,1,천호역_9_1_0,8,56,600.0
8호선,천호역,MON,9,50,1,천호역_9_1_0,5,56,1019.9999999999999
8호선,천호역,MON,9,0,1,천호역_9_1_0,106,56,47.16981132075472
8호선,천호역,MON,9,10,1,천호역_9_1_0,90,56,37.77777777777778
8호선,천호역,MON,9,20,1,천호역_9_1_0,72,56,22.22222222222222
8호선,천호역,MON,9,30,1,천호역_9_1_0,68,56,17.647058823529413
8호선,천호역,MON,9,40,1,천호역_9_1_0,53,56,5.660377358490567
8호선,천호역,MON,9,50,1,천호역_9_1_0,41,56,36.58536585365854
8호선,천호역,MON,9,0,1,천호역_9_1_0,106,56,47.16981132075472
8호선,천호역,MON,9,10,1,천호역_9_1_0,90,56,37.77777777777778
8호선,천호역,MON,9,20,1,천호역_9_1_0,65,56,13.846153846153847
8호선,천호역,MON,9,30,1,천호역_9_1_0,57,56,1.7543859649122806
8호선,천호역,MON,9,40,1,천호역_9_1_0,48,56,16.666666666666664
8호선,천호역,MON,9,50,1,천호역_9_1_0,37,56,51.35135135135135
8호선,천호역,MON,9,0,0,천호역_9_0_0,38,36,5.263157894736842
8호선,천호역,MON,9,10,0,천호역_9_0_0,38,36,5.263157894736842
8호선,천호역,MON,9,20,0,천호역_9_0_0,34,36,5.88235294117647
8호선,천호역,MON,9,30,0,천호역_9_0_0,41,36,12.195121951219512
8호선,천호역,MON,9,40,0,천호역_9_0_0,32,36,12.5
8호선,천호역,MON,9,50,0,천호역_9_0_0,32,36,12.5
8호선,천호역,MON,9,0,0,천호역_9_0_0,38,36,5.263157894736842
8호선,천호역,MON,9,10,0,천호역_9_0_0,38,36,5.263157894736842
8호선,천호역,MON,9,20,0,천호역_9_0_0,34,36,5.88235294117647
8호선,천호역,MON,9,30,0,천호역_9_0_0,41,36,12.195121951219512
8호선,천호역,MON,9,40,0,천호역_9_0_0,32,36,12.5
8호선,천호역,MON,9,50,0,천호역_9_0_0,32,36,12.5
8호선,천호역,MON,10,0,1,천호역_10_1_0,33,31,6.0606060606060606
8호선,천호역,MON,10,10,1,천호역_10_1_0,37,31,16.216216216216218
8호선,천호역,MON,10,20,1,천호역_10_1_0,29,31,6.896551724137931
8호선,천호역,MON,10,30,1,천호역_10_1_0,37,31,16.216216216216218
8호선,천호역,MON,10,40,1,천호역_10_1_0,28,31,10.714285714285714
8호선,천호역,MON,10,50,1,천호역_10_1_0,26,31,19.230769230769234
8호선,천호역,MON,10,0,0,천호역_10_0_0,31,32,3.225806451612903
8호선,천호역,MON,10,10,0,천호역_10_0_0,32,32,0.0
8호선,천호역,MON,10,20,0,천호역_10_0_0,35,32,8.571428571428571
8호선,천호역,MON,10,30,0,천호역_10_0_0,34,32,5.88235294117647
8호선,천호역,MON,10,40,0,천호역_10_0_0,28,32,14.285714285714285
8호선,천호역,MON,10,50,0,천호역_10_0_0,35,32,8.571428571428571
8호선,천호역,MON,10,0,1,천호역_10_1_0,5,31,520.0
8호선,천호역,MON,10,10,1,천호역_10_1_0,37,31,16.216216216216218
8호선,천호역,MON,10,20,1,천호역_10_1_0,29,31,6.896551724137931
8호선,천호역,MON,10,30,1,천호역_10_1_0,37,31,16.216216216216218
8호선,천호역,MON,10,40,1,천호역_10_1_0,28,31,10.714285714285714
8호선,천호역,MON,10,50,1,천호역_10_1_0,26,31,19.230769230769234
8호선,천호역,MON,10,0,0,천호역_10_0_0,31,32,3.225806451612903
8호선,천호역,MON,10,10,0,천호역_10_0_0,32,32,0.0
8호선,천호역,MON,10,20,0,천호역_10_0_0,35,32,8.571428571428571
8호선,천호역,MON,10,30,0,천호역_10_0_0,34,32,5.88235294117647
8호선,천호역,MON,10,40,0,천호역_10_0_0,28,32,14.285714285714285
8호선,천호역,MON,10,50,0,천호역_10_0_0,35,32,8.571428571428571
8호선,천호역,MON,10,0,1,천호역_10_1_0,33,31,6.0606060606060606
8호선,천호역,MON,10,10,1,천호역_10_1_0,37,31,16.216216216216218
8호선,천호역,MON,10,20,1,천호역_10_1_0,29,31,6.896551724137931
8호선,천호역,MON,10,30,1,천호역_10_1_0,37,31,16.216216216216218
8호선,천호역,MON,10,40,1,천호역_10_1_0,28,31,10.714285714285714
8호선,천호역,MON,10,50,1,천호역_10_1_0,26,31,19.230769230769234
8호선,천호역,MON,10,0,1,천호역_10_1_0,39,31,20.51282051282051
8호선,천호역,MON,10,10,1,천호역_10_1_0,37,31,16.216216216216218
8호선,천호역,MON,10,20,1,천호역_10_1_0,29,31,6.896551724137931
8호선,천호역,MON,10,30,1,천호역_10_1_0,37,31,16.216216216216218
8호선,천호역,MON,10,40,1,천호역_10_1_0,28,31,10.714285714285714
8호선,천호역,MON,10,50,1,천호역_10_1_0,26,31,19.230769230769234
8호선,천호역,MON,10,0,0,천호역_10_0_0,31,32,3.225806451612903
8호선,천호역,MON,10,10,0,천호역_10_0_0,32,32,0.0
8호선,천호역,MON,10,20,0,천호역_10_0_0,35,32,8.571428571428571
8호선,천호역,MON,10,30,0,천호역_10_0_0,34,32,5.88235294117647
8호선,천호역,MON,10,40,0,천호역_10_0_0,28,32,14.285714285714285
8호선,천호역,MON,10,50,0,천호역_10_0_0,35,32,8.571428571428571
8호선,천호역,MON,10,0,0,천호역_10_0_0,31,32,3.225806451612903
8호선,천호역,MON,10,10,0,천호역_10_0_0,32,32,0.0
8호선,천호역,MON,10,20,0,천호역_10_0_0,35,32,8.571428571428571
8호선,천호역,MON,10,30,0,천호역_10_0_0,34,32,5.88235294117647
8호선,천호역,MON,10,40,0,천호역_10_0_0,28,32,14.285714285714285
8호선,천호역,MON,10,50,0,천호역_10_0_0,35,32,8.571428571428571
8호선,천호역,MON,11,0,1,천호역_11_1_0,26,27,3.8461538461538463
8호선,천호역,MON,11,10,1,천호역_11_1_0,35,27,22.857142857142858
8호선,천호역,MON,11,20,1,천호역_11_1_0,27,27,0.0
8호선,천호역,MON,11,30,1,천호역_11_1_0,25,27,8.0
8호선,천호역,MON,11,40,1,천호역_11_1_0,28,27,3.571428571428571
8호선,천호역,MON,11,50,1,천호역_11_1_0,20,27,35.0
8호선,천호역,MON,11,0,0,천호역_11_0_0,33,32,3.0303030303030303
8호선,천호역,MON,11,10,0,천호역_11_0_0,35,32,8.571428571428571
8호선,천호역,MON,11,20,0,천호역_11_0_0,32,32,0.0
8호선,천호역,MON,11,30,0,천호역_11_0_0,31,32,3.225806451612903
8호선,천호역,MON,11,40,0,천호역_11_0_0,29,32,10.344827586206897
8호선,천호역,MON,11,50,0,천호역_11_0_0,31,32,3.225806451612903
8호선,천호역,MON,11,0,1,천호역_11_1_0,26,27,3.8461538461538463
8호선,천호역,MON,11,10,1,천호역_11_1_0,35,27,22.857142857142858
8호선,천호역,MON,11,20,1,천호역_11_1_0,27,27,0.0
8호선,천호역,MON,11,30,1,천호역_11_1_0,25,27,8.0
8호선,천호역,MON,11,40,1,천호역_11_1_0,28,27,3.571428571428571
8호선,천호역,MON,11,50,1,천호역_11_1_0,20,27,35.0
8호선,천호역,MON,11,0,1,천호역_11_1_0,26,27,3.8461538461538463
8호선,천호역,MON,11,10,1,천호역_11_1_0,35,27,22.857142857142858
8호선,천호역,MON,11,20,1,천호역_11_1_0,27,27,0.0
8호선,천호역,MON,11,30,1,천호역_11_1_0,25,27,8.0
8호선,천호역,MON,11,40,1,천호역_11_1_0,28,27,3.571428571428571
8호선,천호역,MON,11,50,1,천호역_11_1_0,20,27,35.0
8호선,천호역,MON,11,0,1,천호역_11_1_0,26,27,3.8461538461538463
8호선,천호역,MON,11,10,1,천호역_11_1_0,35,27,22.857142857142858
8호선,천호역,MON,11,20,1,천호역_11_1_0,27,27,0.0
8호선,천호역,MON,11,30,1,천호역_11_1_0,25,27,8.0
8호선,천호역,MON,11,40,1,천호역_11_1_0,28,27,3.571428571428571
8호선,천호역,MON,11,50,1,천호역_11_1_0,20,27,35.0
8호선,천호역,MON,11,0,0,천호역_11_0_0,33,32,3.0303030303030303
8호선,천호역,MON,11,10,0,천호역_11_0_0,35,32,8.571428571428571
8호선,천호역,MON,11,20,0,천호역_11_0_0,32,32,0.0
8호선,천호역,MON,11,30,0,천호역_11_0_0,31,32,3.225806451612903
8호선,천호역,MON,11,40,0,천호역_11_0_0,29,32,10.344827586206897
8호선,천호역,MON,11,50,0,천호역_11_0_0,31,32,3.225806451612903
8호선,천호역,MON,11,0,0,천호역_11_0_0,33,32,3.0303030303030303
8호선,천호역,MON,11,10,0,천호역_11_0_0,35,32,8.571428571428571
8호선,천호역,MON,11,20,0,천호역_11_0_0,32,32,0.0
8호선,천호역,MON,11,30,0,천호역_11_0_0,31,32,3.225806451612903
8호선,천호역,MON,11,40,0,천호역_11_0_0,29,32,10.344827586206897
8호선,천호역,MON,11,50,0,천호역_11_0_0,31,32,3.225806451612903
8호선,천호역,MON,11,0,0,천호역_11_0_0,33,32,3.0303030303030303
8호선,천호역,MON,11,10,0,천호역_11_0_0,35,32,8.571428571428571
8호선,천호역,MON,11,20,0,천호역_11_0_0,32,32,0.0
8호선,천호역,MON,11,30,0,천호역_11_0_0,31,32,3.225806451612903
8호선,천호역,MON,11,40,0,천호역_11_0_0,29,32,10.344827586206897
8호선,천호역,MON,11,50,0,천호역_11_0_0,31,32,3.225806451612903
8호선,천호역,MON,12,0,1,천호역_12_1_0,31,28,9.67741935483871
8호선,천호역,MON,12,10,1,천호역_12_1_0,30,28,6.666666666666667
8호선,천호역,MON,12,20,1,천호역_12_1_0,27,28,3.7037037037037033
8호선,천호역,MON,12,30,1,천호역_12_1_0,31,28,9.67741935483871
8호선,천호역,MON,12,40,1,천호역_12_1_0,25,28,12.0
8호선,천호역,MON,12,50,1,천호역_12_1_0,25,28,12.0
8호선,천호역,MON,12,0,0,천호역_12_0_0,36,37,2.7777777777777777
8호선,천호역,MON,12,10,0,천호역_12_0_0,35,37,5.714285714285714
8호선,천호역,MON,12,20,0,천호역_12_0_0,34,37,8.823529411764707
8호선,천호역,MON,12,30,0,천호역_12_0_0,40,37,7.5
8호선,천호역,MON,12,40,0,천호역_12_0_0,32,37,15.625
8호선,천호역,MON,12,50,0,천호역_12_0_0,42,37,11.904761904761903
8호선,천호역,MON,12,0,0,천호역_12_0_0,36,37,2.7777777777777777
8호선,천호역,MON,12,10,0,천호역_12_0_0,35,37,5.714285714285714
8호선,천호역,MON,12,20,0,천호역_12_0_0,34,37,8.823529411764707
8호선,천호역,MON,12,30,0,천호역_12_0_0,40,37,7.5
8호선,천호역,MON,12,40,0,천호역_12_0_0,32,37,15.625
8호선,천호역,MON,12,50,0,천호역_12_0_0,42,37,11.904761904761903
8호선,천호역,MON,12,0,1,천호역_12_1_0,31,28,9.67741935483871
8호선,천호역,MON,12,10,1,천호역_12_1_0,30,28,6.666666666666667
8호선,천호역,MON,12,20,1,천호역_12_1_0,27,28,3.7037037037037033
8호선,천호역,MON,12,30,1,천호역_12_1_0,31,28,9.67741935483871
8호선,천호역,MON,12,40,1,천호역_12_1_0,25,28,12.0
8호선,천호역,MON,12,50,1,천호역_12_1_0,25,28,12.0
8호선,천호역,MON,12,0,1,천호역_12_1_0,31,28,9.67741935483871
8호선,천호역,MON,12,10,1,천호역_12_1_0,30,28,6.666666666666667
8호선,천호역,MON,12,20,1,천호역_12_1_0,27,28,3.7037037037037033
8호선,천호역,MON,12,30,1,천호역_12_1_0,31,28,9.67741935483871
8호선,천호역,MON,12,40,1,천호역_12_1_0,25,28,12.0
8호선,천호역,MON,12,50,1,천호역_12_1_0,25,28,12.0
8호선,천호역,MON,12,0,1,천호역_12_1_0,31,28,9.67741935483871
8호선,천호역,MON,12,10,1,천호역_12_1_0,30,28,6.666666666666667
8호선,천호역,MON,12,20,1,천호역_12_1_0,27,28,3.7037037037037033
8호선,천호역,MON,12,30,1,천호역_12_1_0,31,28,9.67741935483871
8호선,천호역,MON,12,40,1,천호역_12_1_0,25,28,12.0
8호선,천호역,MON,12,50,1,천호역_12_1_0,25,28,12.0
8호선,천호역,MON,12,0,0,천호역_12_0_0,36,37,2.7777777777777777
8호선,천호역,MON,12,10,0,천호역_12_0_0,35,37,5.714285714285714
8호선,천호역,MON,12,20,0,천호역_12_0_0,34,37,8.823529411764707
8호선,천호역,MON,12,30,0,천호역_12_0_0,40,37,7.5
8호선,천호역,MON,12,40,0,천호역_12_0_0,32,37,15.625
8호선,천호역,MON,12,50,0,천호역_12_0_0,42,37,11.904761904761903
8호선,천호역,MON,12,0,0,천호역_12_0_0,36,37,2.7777777777777777
8호선,천호역,MON,12,10,0,천호역_12_0_0,35,37,5.714285714285714
8호선,천호역,MON,12,20,0,천호역_12_0_0,34,37,8.823529411764707
8호선,천호역,MON,12,30,0,천호역_12_0_0,40,37,7.5
8호선,천호역,MON,12,40,0,천호역_12_0_0,32,37,15.625
8호선,천호역,MON,12,50,0,천호역_12_0_0,42,37,11.904761904761903
8호선,천호역,MON,13,0,1,천호역_13_1_0,19,23,21.052631578947366
8호선,천호역,MON,13,10,1,천호역_13_1_0,26,23,11.538461538461538
8호선,천호역,MON,13,20,1,천호역_13_1_0,24,23,4.166666666666666
8호선,천호역,MON,13,30,1,천호역_13_1_0,24,23,4.166666666666666
8호선,천호역,MON,13,40,1,천호역_13_1_0,22,23,4.545454545454546
8호선,천호역,MON,13,50,1,천호역_13_1_0,22,23,4.545454545454546
8호선,천호역,MON,13,0,0,천호역_13_0_0,35,40,14.285714285714285
8호선,천호역,MON,13,10,0,천호역_13_0_0,40,40,0.0
8호선,천호역,MON,13,20,0,천호역_13_0_0,39,40,2.564102564102564
8호선,천호역,MON,13,30,0,천호역_13_0_0,37,40,8.108108108108109
8호선,천호역,MON,13,40,0,천호역_13_0_0,46,40,13.043478260869565
8호선,천호역,MON,13,50,0,천호역_13_0_0,44,40,9.090909090909092
8호선,천호역,MON,13,0,0,천호역_13_0_0,35,40,14.285714285714285
8호선,천호역,MON,13,10,0,천호역_13_0_0,40,40,0.0
8호선,천호역,MON,13,20,0,천호역_13_0_0,39,40,2.564102564102564
8호선,천호역,MON,13,30,0,천호역_13_0_0,37,40,8.108108108108109
8호선,천호역,MON,13,40,0,천호역_13_0_0,46,40,13.043478260869565
8호선,천호역,MON,13,50,0,천호역_13_0_0,44,40,9.090909090909092
8호선,천호역,MON,13,0,1,천호역_13_1_0,19,23,21.052631578947366
8호선,천호역,MON,13,10,1,천호역_13_1_0,26,23,11.538461538461538
8호선,천호역,MON,13,20,1,천호역_13_1_0,24,23,4.166666666666666
8호선,천호역,MON,13,30,1,천호역_13_1_0,24,23,4.166666666666666
8호선,천호역,MON,13,40,1,천호역_13_1_0,22,23,4.545454545454546
8호선,천호역,MON,13,50,1,천호역_13_1_0,22,23,4.545454545454546
8호선,천호역,MON,13,0,1,천호역_13_1_0,19,23,21.052631578947366
8호선,천호역,MON,13,10,1,천호역_13_1_0,26,23,11.538461538461538
