연번,평일주말,호선,역번호,역명,구분,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
,평일,5,2520,신정,하행,12.6,24.2,55.2,81.2,49.3,31.8,25.4,27.4,25.6,22.4,21.9,21.3,19.2,24.8,17.5,12.4,11.0,9.2,6.6
,평일,5,2521,목동,상행,5.8,11.0,18.0,17.6,11.6,10.2,14.8,17.4,19.8,22.3,29.0,37.6,53.0,61.0,48.1,36.6,36.8,35.0,24.4
,평일,5,2521,목동,하행,14.2,27.9,63.4,90.4,54.4,35.6,28.7,30.0,28.6,24.1,24.0,23.6,20.8,26.2,18.5,13.8,12.0,10.3,7.8
,평일,5,2522,오목교,상행,5.0,11.0,17.8,18.0,12.8,11.9,16.2,19.8,22.9,25.4,32.6,43.3,62.5,72.0,57.6,40.1,43.0,39.6,28.0
,평일,5,2522,오목교,하행,14.7,29.4,66.6,94.6,55.4,36.3,31.6,31.5,30.2,26.4,26.1,26.4,24.2,32.2,22.2,19.0,16.0,15.0,8.8
,평일,5,2523,양평,상행,4.8,12.3,20.6,23.0,17.8,15.2,19.0,23.9,26.2,29.1,36.6,47.2,70.8,78.8,64.0,42.2,45.9,41.4,29.8
,평일,5,2523,양평,하행,16.8,28.8,69.6,97.8,59.3,37.9,32.6,32.2,31.2,27.6,26.5,28.0,24.9,35.0,24.2,19.0,16.4,14.9,8.7
,평일,5,2524,영등포구청,상행,4.8,12.4,20.6,25.7,19.0,15.7,19.8,24.4,27.0,29.4,37.7,48.0,71.0,80.1,65.8,43.3,46.6,43.8,31.4
,평일,5,2524,영등포구청,하행,13.2,22.6,56.5,75.6,44.8,28.6,24.4,25.0,24.3,20.9,19.8,20.1,17.5,24.2,16.4,12.9,11.5,10.6,6.8
,평일,5,2525,영등포시장,상행,3.2,9.2,14.2,17.4,13.3,11.9,15.4,18.2,21.3,23.0,30.4,38.2,57.2,63.6,47.6,34.0,36.0,33.4,23.6
,평일,5,2525,영등포시장,하행,13.2,22.4,57.2,76.2,43.9,28.2,24.4,24.1,24.0,20.2,20.0,21.2,18.0,25.4,16.7,13.4,11.8,10.4,6.6
,평일,5,2526,신길,상행,3.4,9.1,14.3,18.7,14.6,12.0,16.7,18.2,21.8,23.4,29.8,37.8,57.5,63.8,48.0,34.2,36.8,33.5,25.1
,평일,5,2526,신길,하행,14.8,25.6,65.6,91.2,53.3,30.2,26.4,25.4,25.7,21.2,21.0,21.6,19.4,27.8,17.8,13.8,11.7,10.9,6.6
,평일,5,2527,여의도,상행,3.0,9.4,16.3,18.8,14.6,12.2,17.5,19.1,23.0,24.6,32.4,41.6,67.3,74.0,53.2,40.0,42.0,37.2,22.6
,평일,5,2527,여의도,하행,11.4,19.0,47.4,69.5,41.3,26.2,25.9,24.0,25.6,22.5,23.4,26.8,33.6,48.2,30.0,22.0,19.8,17.0,9.8
,평일,5,2528,여의나루,상행,4.8,13.6,37.2,40.2,23.6,15.5,19.2,20.5,23.9,22.4,28.7,37.7,51.2,62.8,39.2,29.7,32.2,29.4,18.2
,평일,5,2528,여의나루,하행,11.0,17.9,42.2,67.0,41.7,25.5,25.5,23.8,25.5,22.6,23.6,28.1,36.1,53.8,32.3,25.2,21.5,17.8,10.6
,평일,5,2529,마포,상행,4.9,14.6,41.8,45.7,25.4,17.4,20.8,22.1,25.4,23.6,28.8,37.8,49.1,60.2,38.2,27.6,30.8,28.8,18.4
,평일,5,2529,마포,하행,10.8,17.0,39.8,62.3,39.5,25.6,25.2,23.6,26.4,22.8,24.1,28.5,36.2,54.4,33.9,25.4,22.6,18.8,10.7
,평일,5,2530,공덕,상행,4.2,15.2,42.7,47.1,26.6,18.1,21.6,22.4,24.8,24.0,28.5,37.6,46.6,58.8,37.6,26.0,29.0,26.6,18.2
,평일,5,2530,공덕,하행,10.1,16.4,40.5,65.4,37.8,26.5,25.2,24.0,26.8,22.4,23.1,26.6,30.3,47.0,29.0,20.6,19.6,17.0,10.3
,평일,5,2531,애오개,상행,3.8,14.4,34.2,38.4,24.5,17.0,20.5,20.8,23.4,23.4,29.0,36.1,47.6,59.2,38.5,25.5,27.9,24.6,17.2
,평일,5,2531,애오개,하행,7.6,16.2,39.5,64.3,38.4,26.8,25.6,24.2,26.6,22.1,22.8,26.6,30.6,46.6,28.4,20.1,19.5,16.4,9.6
,평일,5,2532,충정로,상행,5.0,14.3,33.2,37.8,23.4,16.8,20.2,20.8,23.4,23.6,28.6,36.0,46.8,59.8,37.0,26.0,28.1,25.4,18.1
,평일,5,2532,충정로,하행,7.7,15.8,37.8,62.2,37.6,25.5,24.8,23.6,25.6,21.4,22.2,26.6,28.9,45.4,27.6,19.5,18.9,15.7,9.2
,평일,5,2533,서대문,상행,4.8,14.2,33.0,37.0,23.5,16.8,19.2,20.2,22.5,23.0,27.9,35.0,44.5,56.0,35.8,25.2,26.8,24.8,17.7
,평일,5,2533,서대문,하행,8.0,14.0,30.6,47.2,34.0,24.4,24.8,24.1,24.8,22.8,25.2,29.2,33.2,53.2,31.4,22.8,20.5,17.6,9.6
,평일,5,2534,광화문,상행,4.6,16.2,40.2,47.0,26.7,17.6,19.2,20.3,22.9,22.4,25.2,32.0,37.6,45.2,32.8,22.5,25.0,23.0,16.1
,평일,5,2534,광화문,하행,7.4,10.4,20.6,23.7,22.1,20.4,21.2,23.0,23.3,24.8,28.4,33.4,39.8,68.4,39.6,30.2,29.4,25.9,13.0
,평일,5,2535,종로3가,상행,5.4,19.6,48.2,66.0,36.9,21.9,21.9,22.0,23.4,21.6,22.9,27.8,29.8,29.4,23.6,15.7,16.7,15.0,11.1
,평일,5,2535,종로3가,하행,3.2,10.6,18.0,19.0,15.4,14.6,16.2,18.5,19.1,22.2,25.7,33.1,37.7,63.3,39.0,31.2,31.4,27.7,14.4
,평일,5,2536,을지로4가,상행,5.0,21.0,49.1,62.4,38.8,23.8,23.2,22.0,22.6,19.2,20.2,23.6,24.0,24.0,19.3,12.0,11.9,11.2,8.4
,평일,5,2536,을지로4가,하행,3.2,9.9,15.6,16.0,13.6,12.8,14.8,16.9,17.7,21.1,24.6,32.8,38.0,63.9,42.7,31.2,31.6,27.4,14.4
,평일,5,2537,동대문역사문화공원,상행,5.4,21.6,49.8,63.6,38.6,24.2,22.6,21.4,20.8,18.0,18.5,21.5,20.4,20.4,16.6,10.8,10.6,10.4,7.7
,평일,5,2537,동대문역사문화공원,하행,5.3,11.6,16.6,15.8,13.2,12.4,15.6,18.2,18.8,23.0,26.9,35.8,41.7,61.7,42.0,30.8,33.3,29.3,16.6
,평일,5,2538,청구,상행,6.3,20.4,47.2,62.6,41.1,26.7,25.2,23.2,22.2,19.2,19.6,22.0,20.2,20.3,17.6,11.0,10.6,9.6,7.8
,평일,5,2538,청구,하행,7.5,13.4,18.6,18.0,14.2,13.5,17.3,19.3,20.8,24.4,29.0,38.1,44.2,65.1,43.1,32.7,35.3,32.2,19.2
,평일,5,2539,신금호,상행,7.8,22.5,49.6,64.6,44.2,28.6,26.7,25.1,24.0,21.0,21.2,24.4,22.2,23.2,19.8,12.5,11.7,11.0,9.1
,평일,5,2539,신금호,하행,8.6,14.2,19.4,19.7,15.0,13.6,17.4,19.0,20.8,24.2,28.4,37.0,43.0,62.2,41.5,32.9,33.6,31.1,18.4
,평일,5,2540,행당,상행,7.2,21.8,47.7,62.0,42.0,28.2,26.1,25.0,24.0,20.9,21.4,24.5,22.2,24.6,20.8,13.1,12.2,11.8,10.0
,평일,5,2540,행당,하행,10.2,15.6,22.0,22.6,16.0,14.6,18.0,19.6,21.7,23.1,27.9,36.2,41.9,59.2,41.0,31.7,31.6,30.5,17.3
,평일,5,2541,왕십리,상행,6.6,20.7,45.6,58.0,39.0,27.9,25.3,24.7,23.5,21.0,21.6,26.0,22.9,26.2,20.6,14.2,13.1,12.7,11.1
,평일,5,2541,왕십리,하행,7.2,16.8,22.3,23.4,16.7,16.0,20.4,22.6,25.4,27.3,34.7,45.3,53.8,74.1,53.4,42.5,42.8,41.2,24.4
,평일,5,2542,마장,상행,10.7,27.1,58.6,79.3,54.7,36.9,32.0,31.6,29.8,26.4,26.4,30.6,26.8,30.8,23.0,15.5,13.8,13.2,11.8
,평일,5,2542,마장,하행,5.4,16.9,22.6,23.0,16.4,15.4,19.8,22.5,24.8,26.7,34.2,44.5,53.2,72.6,55.0,41.5,42.2,40.6,25.6
,평일,5,2543,답십리,상행,10.4,28.8,59.2,77.6,52.1,36.3,31.3,31.2,29.0,25.8,26.0,30.0,26.6,31.0,23.0,15.4,13.5,13.8,9.3
,평일,5,2543,답십리,하행,8.8,19.9,25.0,25.8,16.8,15.6,19.6,22.2,24.0,26.2,32.3,43.8,50.6,67.2,50.9,39.1,39.6,37.2,23.6
,평일,5,2544,장한평,상행,9.2,26.9,55.0,70.6,48.8,32.9,30.3,30.2,28.1,24.9,25.8,29.5,26.2,32.0,22.8,16.0,14.0,14.9,11.0
,평일,5,2544,장한평,하행,11.3,20.8,25.7,27.2,17.2,15.4,19.3,22.0,24.0,26.5,31.8,42.8,50.2,68.5,48.1,37.0,37.8,36.0,23.4
,평일,5,2545,군자,상행,8.4,25.8,52.2,70.8,46.2,32.3,29.9,29.6,27.4,24.0,25.8,29.2,26.2,32.7,25.2,17.0,15.3,16.5,12.8
,평일,5,2545,군자,하행,10.2,30.0,43.5,45.0,24.8,20.6,25.2,28.7,29.4,32.1,37.3,48.7,57.8,77.0,54.8,41.5,43.9,43.0,27.0
,평일,5,2546,아차산,상행,12.4,32.1,56.2,78.0,55.2,38.1,34.7,35.2,32.6,30.2,33.8,38.4,35.3,50.0,36.2,24.7,22.0,22.8,17.3
,평일,5,2546,아차산,하행,12.2,33.9,42.9,48.8,25.0,20.4,24.6,27.4,28.6,31.5,36.0,48.0,53.8,71.7,51.4,38.6,41.6,40.2,24.8
,평일,5,2547,광나루,상행,10.8,29.8,53.6,72.4,48.9,37.2,33.2,33.1,31.2,28.3,32.2,37.2,34.6,51.2,34.3,25.4,21.4,23.2,17.8
,평일,5,2547,광나루,하행,12.8,33.8,43.4,49.6,24.0,19.6,24.2,26.8,28.4,30.2,35.0,47.2,52.3,67.6,50.8,37.5,39.4,37.7,23.0
,평일,5,2548,천호,상행,9.4,30.6,52.2,69.0,46.7,35.7,31.7,32.6,29.8,27.0,30.5,36.9,33.3,52.4,34.3,25.4,21.3,22.0,21.2
,평일,5,2548,천호,하행,10.6,28.4,29.5,35.7,17.2,17.1,19.8,25.3,27.2,28.9,35.2,46.4,53.0,71.6,53.5,38.6,40.0,40.3,24.2
,평일,5,2549,강동,상행,8.8,32.0,51.2,73.6,48.6,39.0,31.2,33.3,31.2,27.0,28.9,35.6,29.8,41.2,23.4,18.3,14.8,16.6,7.7
,평일,5,2549,강동,하행,1.6,8.1,10.6,18.1,9.4,11.8,13.3,17.8,18.9,22.2,23.1,23.2,30.6,46.2,43.8,28.6,28.4,26.6,18.4
,평일,5,2550,길동,상행,15.5,50.3,70.0,116.6,78.8,53.2,46.6,46.0,43.0,37.2,41.0,47.2,35.1,45.6,27.4,22.2,18.1,19.8,5.4
,평일,5,2550,길동,하행,6.6,16.6,33.3,32.3,18.3,19.6,27.2,33.9,33.0,38.4,47.5,44.2,56.8,85.4,75.7,57.2,53.4,56.2,34.4
,평일,5,2551,굽은다리,상행,12.8,51.6,65.8,110.0,74.9,50.6,44.0,42.6,41.0,35.7,38.6,46.0,31.9,44.2,25.2,20.6,16.8,18.7,5.4
,평일,5,2551,굽은다리,하행,6.9,17.2,31.2,30.5,16.8,17.4,24.0,31.1,29.8,33.3,42.4,39.5,48.5,77.0,68.8,48.8,48.9,50.5,30.2
,평일,5,2552,명일,상행,10.3,45.0,60.7,99.9,64.3,45.2,39.5,38.0,36.2,32.2,35.6,39.8,30.8,40.9,23.3,19.2,15.6,17.8,5.4
,평일,5,2552,명일,하행,7.0,16.2,29.8,28.5,15.7,16.0,21.4,28.2,26.9,29.9,37.7,37.2,39.4,67.6,59.8,43.2,44.0,44.4,26.3
,평일,5,2553,고덕,상행,8.6,39.5,53.4,85.4,55.1,40.7,35.1,34.2,32.3,29.2,33.9,36.2,28.0,38.5,20.6,18.0,14.7,17.6,5.6
,평일,5,2553,고덕,하행,5.4,13.0,21.6,23.3,13.2,13.5,17.7,23.0,21.5,24.0,30.6,32.8,32.7,57.1,54.2,38.2,39.6,38.0,23.0
,평일,5,2554,상일동,상행,7.2,36.0,48.9,78.9,49.2,34.8,29.0,28.0,27.8,24.1,26.1,26.6,23.5,32.4,17.9,15.0,11.4,13.1,4.7
,평일,5,2554,상일동,하행,4.1,9.6,14.7,22.6,10.8,11.0,13.6,16.0,15.6,17.0,21.2,23.0,21.3,38.7,35.5,26.5,26.8,25.4,14.5
,평일,5,2555,둔촌동,상행,7.4,22.1,39.7,52.9,35.4,30.0,29.5,31.1,29.6,28.4,36.4,44.0,38.8,74.4,38.4,27.4,24.2,30.4,20.7
,평일,5,2555,둔촌동,하행,5.2,17.6,30.2,71.6,27.2,21.3,23.9,25.7,29.9,26.7,29.6,28.5,29.2,46.0,31.2,23.6,25.8,24.0,14.5
,평일,5,2556,올림픽공원(한국체대),상행,6.5,22.2,36.2,48.2,32.6,27.4,27.4,29.6,27.3,26.7,35.0,40.8,36.0,73.3,39.7,27.4,23.4,30.5,20.8
,평일,5,2556,올림픽공원(한국체대),하행,4.5,14.0,25.2,55.6,21.0,18.1,22.0,21.6,25.2,24.4,29.1,29.8,29.6,49.2,33.0,25.0,26.8,26.9,14.8
,평일,5,2557,방이,상행,7.6,23.1,38.3,51.6,33.2,26.0,24.0,26.6,25.4,23.5,29.4,34.4,31.0,57.0,35.3,23.6,20.4,24.2,16.1
,평일,5,2557,방이,하행,4.6,13.4,24.0,50.3,18.8,16.4,19.7,19.4,22.1,21.4,25.9,25.5,25.2,42.0,28.2,22.5,24.7,25.9,12.7
,평일,5,2558,오금,상행,6.7,19.8,33.6,47.6,29.8,23.2,21.0,24.2,22.8,21.8,27.4,32.4,29.2,54.4,32.6,19.1,16.2,18.2,14.2
,평일,5,2558,오금,하행,1.8,7.1,8.6,23.2,9.8,11.4,14.4,14.9,17.6,18.8,25.7,25.5,24.4,42.0,30.3,22.8,25.0,25.8,15.1
,평일,5,2559,개롱,상행,8.5,21.6,40.3,50.2,32.5,22.1,19.0,21.0,20.0,17.9,19.3,23.6,16.8,24.8,13.6,9.8,8.4,7.6,5.4
,평일,5,2559,개롱,하행,1.2,5.7,5.4,15.3,6.8,7.6,10.6,10.7,11.9,14.2,19.4,19.0,16.8,30.8,21.6,16.2,18.4,18.2,10.9
,평일,5,2560,거여,상행,6.8,16.8,30.5,38.8,23.5,15.9,13.6,15.4,14.5,13.0,13.7,16.0,11.3,15.0,8.9,6.4,5.4,5.0,3.4
,평일,5,2560,거여,하행,0.4,1.9,1.6,6.0,2.7,3.4,4.6,5.0,5.4,6.0,9.4,8.6,7.2,13.0,10.5,7.3,8.8,8.4,5.4
,평일,5,2561,마천,상행,3.6,8.0,13.6,18.4,9.6,6.8,6.2,6.8,6.2,5.5,5.2,5.9,3.8,5.4,2.8,2.6,1.8,1.6,0.9
,평일,5,2562,강일,상행,10.2,31.4,71.4,64.3,33.7,22.4,19.3,19.6,19.0,17.5,18.6,22.2,24.2,27.8,14.2,11.4,9.6,11.6,4.2
,평일,5,2562,강일,하행,4.5,7.2,13.3,23.5,12.5,10.2,12.4,13.9,14.4,15.2,18.8,21.0,21.6,38.6,36.6,23.4,23.4,23.0,18.8
,평일,5,2563,미사,상행,9.0,27.4,64.1,53.0,27.9,19.7,16.5,17.3,16.5,15.7,16.8,23.2,21.0,26.1,13.6,10.9,9.4,10.2,3.9
,평일,5,2563,미사,하행,2.0,3.1,8.4,16.6,10.8,6.6,8.0,9.2,9.1,9.2,12.2,12.0,11.4,16.4,14.8,11.0,10.8,11.1,8.6
,평일,5,2564,하남풍산,상행,5.5,13.9,30.0,20.3,12.7,10.9,9.3,10.5,10.2,10.0,10.3,15.2,12.9,17.1,8.8,6.6,5.0,5.2,1.6
,평일,5,2564,하남풍산,하행,0.0,2.2,5.0,9.1,5.6,5.4,6.4,7.7,7.5,7.7,10.7,10.3,11.0,11.8,12.4,8.8,8.6,8.9,6.2
,평일,5,2565,하남시청,상행,4.6,10.8,24.4,16.8,10.0,9.1,8.0,8.6,8.4,8.2,8.2,11.4,9.4,10.0,5.8,4.6,3.4,4.0,1.2
,평일,5,2565,하남시청,하행,0.0,1.0,2.6,4.6,3.1,3.0,3.4,4.0,3.6,3.8,5.0,5.1,4.9,5.1,5.5,4.1,4.0,4.2,2.9
,평일,5,2566,하남검단산,상행,2.1,5.3,11.4,8.0,4.9,4.2,4.0,4.1,4.4,4.7,4.4,6.0,4.3,4.6,2.7,2.5,1.8,2.6,0.6
,주말,5,2511,방화,하행,0.7,1.2,1.5,2.1,2.5,2.3,2.6,3.1,2.3,2.5,2.1,2.2,1.8,1.4,0.8,0.8,0.5,0.4,0.3
,주말,5,2512,개화산,상행,0.9,1.0,0.7,1.0,1.4,1.4,1.4,1.9,1.9,2.0,2.0,2.3,2.4,2.2,2.1,1.6,1.9,1.8,1.1
,주말,5,2512,개화산,하행,1.4,2.0,2.5,3.5,4.2,3.9,4.6,5.2,4.2,4.2,3.8,3.6,3.5,2.6,1.6,1.2,0.8,1.0,0.6
,주말,5,2513,김포공항,상행,1.6,1.9,1.3,1.9,2.5,2.6,2.5,3.1,3.5,3.5,3.6,3.9,4.2,4.1,3.5,3.0,3.2,2.9,1.9
,주말,5,2513,김포공항,하행,0.8,2.2,3.3,5.8,8.2,7.2,8.1,8.8,8.8,9.0,9.6,9.2,9.9,9.0,6.1,5.4,5.8,6.1,3.4
,주말,5,2514,송정,상행,6.6,6.3,5.4,5.3,6.1,6.8,7.6,8.8,9.2,9.6,9.6,10.0,9.8,8.0,6.4,5.5,5.0,4.1,2.3
,주말,5,2514,송정,하행,1.2,2.9,4.1,6.8,9.7,8.6,9.7,10.3,10.2,10.2,11.0,10.5,11.2,10.0,6.6,5.8,5.9,6.3,3.4
,주말,5,2515,마곡,상행,7.4,6.6,6.1,6.0,6.5,7.5,8.4,9.6,10.3,10.6,10.7,11.3,11.5,9.6,7.6,6.6,6.0,5.2,3.0
,주말,5,2515,마곡,하행,1.6,3.1,4.6,7.5,10.6,9.4,10.5,11.8,12.0,11.4,12.0,12.2,12.0,11.3,7.8,6.5,6.7,6.6,4.1
,주말,5,2516,발산,상행,8.0,7.2,6.4,6.9,7.9,8.4,9.4,10.9,11.0,11.8,12.5,12.6,12.6,10.5,8.7,7.1,6.8,5.9,3.7
,주말,5,2516,발산,하행,2.2,3.5,5.2,8.5,11.3,10.4,11.8,13.8,14.5,14.9,16.4,17.2,16.0,14.1,10.8,9.4,9.9,10.7,6.4
,주말,5,2517,우장산,상행,8.3,8.7,7.9,9.8,11.9,12.2,13.7,15.8,15.4,15.7,16.0,16.2,16.9,14.0,10.8,8.4,8.1,6.7,4.3
,주말,5,2517,우장산,하행,3.0,4.5,6.9,11.0,14.1,13.5,14.8,17.1,17.4,17.2,18.2,19.0,17.4,14.7,11.2,9.5,10.0,11.0,6.2
,주말,5,2518,화곡,상행,8.0,8.7,8.3,10.8,12.6,12.8,14.4,16.6,16.3,17.0,18.2,18.5,19.7,17.0,13.3,10.6,10.6,9.0,6.4
,주말,5,2518,화곡,하행,4.3,7.4,11.2,17.4,21.7,20.5,21.3,23.4,22.9,21.6,22.4,22.6,20.3,16.4,12.3,10.0,9.9,10.8,5.6
,주말,5,2519,까치산,상행,5.8,9.0,9.2,10.8,13.4,12.5,15.8,18.4,19.5,19.2,21.5,24.0,26.0,23.6,18.8,17.3,16.7,14.4,10.1
,주말,5,2519,까치산,하행,6.1,8.5,13.2,20.8,25.8,23.7,24.2,25.5,24.7,22.2,21.5,21.7,19.1,14.2,10.3,8.3,7.2,7.9,5.6
,주말,5,2520,신정,상행,4.4,8.0,6.5,8.3,10.2,10.3,13.6,16.4,18.2,18.0,21.9,24.8,27.8,26.7,21.6,20.0,20.0,17.4,12.2
,주말,5,2520,신정,하행,7.5,10.2,15.8,24.0,29.4,27.0,27.1,28.5,27.4,24.5,23.0,23.0,20.3,14.7,10.4,8.2,7.1,7.8,5.0
,주말,5,2521,목동,상행,3.8,8.0,6.6,8.3,10.1,10.3,13.8,17.1,18.8,19.0,23.5,26.7,30.5,29.2,24.2,22.5,22.8,19.8,14.0
,주말,5,2521,목동,하행,8.4,11.4,15.7,26.6,31.6,30.9,30.1,31.2,31.3,27.5,25.6,25.2,23.8,16.8,11.6,9.3,8.0,8.3,5.3
,주말,5,2522,오목교,상행,3.5,8.2,6.8,9.4,11.6,11.6,15.1,18.3,20.2,21.5,26.4,31.3,34.9,33.0,26.0,26.0,26.0,21.4,16.4
,주말,5,2522,오목교,하행,8.6,11.8,16.4,26.5,30.9,31.7,32.0,33.7,33.8,30.2,28.3,28.3,26.4,19.3,14.2,12.8,11.1,10.4,5.9
,주말,5,2523,양평,상행,3.4,8.6,7.9,11.6,16.3,14.7,17.9,21.2,23.2,24.1,28.5,34.2,38.4,35.2,27.5,26.6,27.2,22.4,18.0
,주말,5,2523,양평,하행,9.8,12.0,16.8,27.0,31.8,32.5,33.0,35.1,34.8,31.1,29.0,28.8,27.0,20.0,14.4,13.0,11.4,10.4,6.2
,주말,5,2524,영등포구청,상행,3.5,8.5,7.9,11.7,16.5,14.8,18.2,21.6,23.6,24.8,29.1,35.1,39.5,36.1,28.4,27.4,28.2,23.2,18.4
,주말,5,2524,영등포구청,하행,7.6,9.8,13.4,21.4,24.7,24.5,24.9,27.0,26.8,24.4,21.8,21.8,19.3,14.0,10.2,8.9,8.1,7.9,4.8
,주말,5,2525,영등포시장,상행,2.5,6.3,5.6,8.0,11.4,11.1,14.2,16.5,18.2,19.8,23.0,28.1,31.3,28.4,21.6,21.5,21.6,17.1,12.9
,주말,5,2525,영등포시장,하행,7.8,9.8,12.8,20.5,24.0,23.7,24.6,26.5,25.9,24.2,22.9,22.1,20.6,15.4,10.8,9.0,8.3,8.1,4.6
,주말,5,2526,신길,상행,2.2,6.5,5.6,8.9,12.0,12.2,14.8,18.3,19.1,20.7,23.0,27.8,29.7,27.4,22.0,20.2,22.0,17.0,13.1
,주말,5,2526,신길,하행,8.4,11.0,13.6,21.8,26.0,25.0,27.2,30.2,29.0,26.2,25.2,24.5,23.1,16.5,11.7,9.3,8.2,8.0,4.7
,주말,5,2527,여의도,상행,1.8,6.5,5.9,9.1,12.0,12.4,15.0,19.0,19.7,22.6,25.0,31.3,32.7,30.2,24.3,23.2,24.1,18.4,11.3
,주말,5,2527,여의도,하행,6.6,8.6,11.4,17.4,21.1,20.7,23.5,27.0,26.9,25.6,24.9,27.6,25.5,19.0,13.8,12.4,10.1,9.5,5.9
,주말,5,2528,여의나루,상행,2.6,7.4,7.0,9.8,12.9,13.7,16.6,20.6,22.3,22.3,24.4,29.2,29.2,26.8,19.3,18.6,19.4,15.0,9.9
,주말,5,2528,여의나루,하행,6.4,8.2,9.8,16.2,20.0,19.4,22.2,25.8,26.5,24.2,24.5,28.6,27.1,21.7,15.7,14.9,12.2,10.5,6.4
,주말,5,2529,마포,상행,2.7,8.0,8.2,10.8,15.4,16.0,19.0,23.2,25.0,25.0,26.4,30.5,29.3,24.3,17.5,17.2,17.3,13.5,9.8
,주말,5,2529,마포,하행,6.2,7.9,9.8,15.5,19.6,19.5,22.0,25.9,26.8,24.3,24.5,28.6,26.5,21.0,15.6,14.8,12.4,10.5,6.2
,주말,5,2530,공덕,상행,2.3,8.3,8.0,10.8,15.4,15.9,18.9,23.1,24.6,24.9,26.4,30.2,29.8,24.7,17.4,17.0,16.8,12.9,10.0
,주말,5,2530,공덕,하행,5.6,7.1,9.6,15.0,20.0,20.2,22.1,25.9,26.5,23.6,22.7,25.4,23.0,17.8,13.4,12.4,10.4,9.2,6.0
,주말,5,2531,애오개,상행,2.5,7.7,7.2,9.6,13.4,14.2,17.0,20.5,21.2,22.4,24.0,29.0,29.2,24.2,17.4,16.6,16.5,12.5,8.6
